,Q7,Q8,Q9,Q10,Q11,Q12A,Q12B,Q12C,Q12D,Q12E,Q12F,Q12F_alt,Q13A,Q13B,Q13C,Q13D,Q13E,Q13F,Q13G,Q13G_alt,Q14,Q14_alt,Q15,Q15_alt,Q16A,Q16B,Q16C,Q16D,Q16E,Q16F,Q16G,Q16G_alt,Q43,Q44A,Q44B,Q44C,Q44D,Q45A,Q45B,Q45C,Q45D,Q45E,Q45F,Q45G,Q45H,Q45I,Q45J,Q45K,Q45L,Q45M,Q45N,Q45O,Q45P,Q45Q,Q45R,Q45S,Q45T,Q45U,Q45V,Q45W,Q45X,Q45X_alt,Q46,Q46_alt,Q47,Q48,Q49,Q50,Q51,Q51_alt,Q52,Q53,Q53_alt
1827, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),2 keer per week,Langer dan een jaar,Ik zou vaker willen hardlopen,false,true,false,true,false,false, ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,true,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false, ,TomTom Sports, ,Vrouw,33,175,58,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
1828, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),1 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,true,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false, ,Strava, ,Vrouw,48,168,70,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
1829, ,12 weken of meer getraind,3 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,true,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,true,false,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false, ,Looptijden.nl, ,Vrouw,44,178,70,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
1830, ,12 weken of meer getraind,2 keer per week,Langer dan een jaar,Ik zou vaker willen hardlopen,false,true,false,true,false,false, ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Nee, ik weet van het bestaan van sport-apps, maar ik gebruik er geen", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Man,25,200,85,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
1831, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),4 of 5 keer per week,Langer dan een jaar,Ik zou zowel vaker als meer kilometers willen hardlopen,false,true,false,false,false,false, ,false,false,false,false,false,true,false, ,"Anders, namelijk ...",Of vanuit huis of bij de atletiekvereniging,Ik ren altijd binnen 5 km van waar ik woon, ,true,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false, ,Garmin Connect, ,Vrouw,45,161,47,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
1832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834, ,Niet of nauwelijks getraind,1 tot 3 keer per maand,0-1 maand,Ik zou zowel vaker als meer kilometers willen hardlopen,false,true,false,false,false,false, ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false, ,Polar Flow, ,Man,51,178,95,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
1835, ,1-5 weken getraind,3 keer per week,Langer dan een jaar,Ik zou zowel vaker als meer kilometers willen hardlopen,false,true,false,false,false,false, ,false,true,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,Ik ren altijd binnen 1 km van waar ik woon, ,true,false,false,true,false,false,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false, ,TomTom Sports, ,Vrouw,52,172,63,"Lager beroepsonderwijs (LBO, MAVO, VMBO)", ,"Ja, mijn email adres is ...",Nee, 
1836, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),1 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,false,false,true,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,true,false,false,false, ,"Nee, ik weet van het bestaan van sport-apps, maar ik gebruik er geen", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Vrouw,54,170,70,"Lager beroepsonderwijs (LBO, MAVO, VMBO)", ,Nee,"Ja, namelijk ...",Afstand finish naar ophalen kleding te ver
1837, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),3 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,false,false,false,false,true,false, ,"Anders, namelijk ...",vanuit werk 1x en vanuit hardloopvereniging 2x,Ik ren altijd binnen 5 km van waar ik woon, ,true,false,false,false,false,false,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false, ,Garmin Connect, ,Man,60,176,74,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...","Ja, namelijk ...",waarom zijn de shirts bij de nachtloop niet meer in een fluoriserende kleur? Dat is bij een 'verplicht' shirt wel zo leuk tijdens loop.
1838, ,12 weken of meer getraind,2 keer per week,6 maanden - 1 jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,false,true,false,false,false,false, ,Ik begin meestal met hardlopen vanuit of dichtbij het huis van mijn trainingspartner., ,Ik ren altijd binnen 1 km van waar ik woon, ,false,false,false,true,false,false,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false, ,RunKeeper, ,Man,59,180,106,"Lager beroepsonderwijs (LBO, MAVO, VMBO)", ,Nee,"Ja, namelijk ...",zorgen dat de laatste groep die start op zondag ook het gevoel krijgt dat ze normaal kunnen finischen en niet dat er overal al wordt opgeruimd en goed aangeven waar de bussen staan naar de parkeerplaatsen.
1839, ,12 weken of meer getraind,3 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,Ik ren altijd binnen 5 km van waar ik woon, ,true,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false, ,Strava, ,Man,57,182,85,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
1840, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),3 keer per week,3-6 maanden,Ik zou zowel vaker als meer kilometers willen hardlopen,false,false,false,false,false,true,"Pas begonnen met hardlopen, dus mijn spieren moeten er nog aan wennen",true,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false, ,Garmin Connect, ,Vrouw,33,173,62,Middelbaar beroepsonderwijs (MBO), ,"Ja, mijn email adres is ...",Nee, 
1841, ,12 weken of meer getraind,2 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,false,true,individueel en met vrienden,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false, ,Strava, ,Vrouw,49,176,63,HAVO of VWO, ,"Ja, mijn email adres is ...",Nee, 
1842, ,1-5 weken getraind,2 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen bij mijn hardloopvereniging., ,Ik ren altijd binnen 1 km van waar ik woon, ,true,false,false,false,false,false,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false, ,Strava, ,Man,60,193,83,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...",Nee, 
1843, ,12 weken of meer getraind,2 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,Ik ren altijd binnen 5 km van waar ik woon, ,true,false,false,true,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false, ,RunKeeper, ,Vrouw,40,178,88,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...",Nee, 
1844, ,1-5 weken getraind,1 tot 3 keer per maand,3-6 maanden,Ik zou vaker willen hardlopen,false,false,false,true,true,true,Veel andere sportactiviteiten,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,true,false,false,false, ,"Nee, ik maak geen gebruik van een sport-app, maar ik heb in het verleden wel een sport-app gebruikt", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Vrouw,26,174,65,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...",Nee, 
1845, ,6-11 weken getraind,1 keer per week,Langer dan een jaar,Ik zou vaker willen hardlopen,false,true,false,true,false,false, ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false, ,Runtastic Hardlopen en Fitness, ,Vrouw,33,165,51,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
1846, ,12 weken of meer getraind,3 keer per week,Langer dan een jaar,Ik zou meer kilometers willen hardlopen,false,false,false,false,false,true,Rustig opbouwen,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,true,false,true,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,true,false,true,false,false, ,Strava, ,Vrouw,25,168,60,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...",Nee, 
1847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1849, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),2 keer per week,Langer dan een jaar,Ik zou vaker willen hardlopen,false,true,false,false,false,false, ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen bij mijn hardloopvereniging., ,Ik ren altijd binnen 5 km van waar ik woon, ,true,false,false,false,false,false,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false, ,Samsung Health, ,Vrouw,38,162,54,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...","Ja, namelijk ...",Jammer dat er geen mogelijkheid is om terug te gaan want vlak voor 44% van de vragenlijst was ik bezig met een opmerking te typen maar raakte per ongeluk de 'volgende' knop aan omdat mobiel uit mijn handen gleed. Maar ik wou zeggen dat ik toevallig de weken voor de Damloop zeer drukke weken had door werk/prive ook al weet ik dat het geen ideale vorbereiding is. Had het zelf ook liefst anders gezien maar op sommige dingen heb je helaas geen controle over.
1850, ,Niet of nauwelijks getraind,1 tot 3 keer per maand,0-1 maand,Ik zou vaker willen hardlopen,false,true,false,true,false,false, ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false, ,RunKeeper, ,Man,37,196,80,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
1851, ,6-11 weken getraind,3 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen bij mijn hardloopvereniging., ,Ik ren altijd binnen 5 km van waar ik woon, ,true,false,false,false,false,false,false, ,"Nee, ik weet van het bestaan van sport-apps, maar ik gebruik er geen", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,52,170,57,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,"Ja, namelijk ...",jammer dat bagage zo laat in zaandam was en vrachtwagens de weg blokkeerde. Zeker nu het zo koud was.  Wij kunnen kennelijk sneller lopen dan vrachtwagens kunnen rijden :-)
1852, ,12 weken of meer getraind,2 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,true,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false, ,Endomondo Hardlopen, ,Vrouw,50,168,69,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
